predicate,predicate_embedding_size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
airports.t0.type == closed,200,0.291344643,0.249664232,0.301315397,0.270614564,0.318664372,0.273816854,0.242572904,0.277744949,0.290969104,0.291137099,0.340911418,0.26888904,0.242853612,0.31520322,0.295708239,0.317590803,0.268857002,0.271896034,0.265326917,0.296316981,0.264765501,0.274570405,0.311949462,0.30346027,0.303963691,0.260193795,0.289898247,0.310574442,0.288962334,0.247069925,0.290531069,0.283874154,0.30035308,0.288472742,0.282893181,0.311354548,0.363185614,0.275439024,0.274052858,0.27974999,0.27846539,0.289691687,0.301255524,0.256805897,0.251443535,0.278326124,0.256547362,0.294774175,0.262815863,0.314325839,0.33064726,0.287986189,0.268706083,0.277350366,0.268119991,0.293723434,0.280776918,0.281534135,0.313762069,0.315101951,0.311567575,0.335667282,0.341057897,0.296233296,0.271998852,0.295201182,0.293579876,0.255725652,0.26447919,0.296699852,0.31431976,0.305303961,0.297315031,0.207179099,0.244070515,0.284628272,0.270462602,0.293474704,0.281541258,0.2680071,0.269743681,0.274334341,0.284210742,0.254831225,0.355603218,0.299476475,0.253119111,0.275561005,0.292445809,0.32457304,0.282076508,0.30229038,0.313326806,0.259705096,0.275332332,0.316714019,0.273290306,0.282349288,0.28366363,0.284225374,0.291308105,0.328936934,0.299214303,0.269929767,0.262628675,0.251238972,0.281713158,0.305751771,0.274330974,0.24441947,0.308822513,0.261802644,0.289808333,0.24740763,0.338652462,0.292197376,0.276294887,0.262095511,0.217099816,0.27581048,0.303127915,0.27713871,0.302288681,0.31130597,0.262697786,0.223390758,0.316614091,0.269513786,0.281156391,0.272179842,0.275166333,0.278356701,0.310775995,0.245910898,0.262156516,0.278735012,0.276682317,0.312459052,0.241434276,0.303135127,0.311901867,0.250206977,0.33754769,0.287789702,0.283085912,0.241311163,0.27838406,0.270264626,0.287628412,0.267527997,0.285680056,0.327579141,0.310814708,0.273028642,0.281949818,0.273972332,0.281730503,0.267967403,0.308495164,0.305525005,0.342190087,0.314205348,0.278885841,0.264757812,0.265494049,0.321408033,0.33075428,0.255813897,0.24805215,0.351225287,0.275715262,0.288354784,0.260883629,0.280914158,0.285975426,0.299742579,0.264725477,0.28167361,0.263832688,0.265000015,0.277267069,0.249844953,0.263569415,0.269011676,0.295816034,0.267283022,0.254417092,0.289333463,0.302736044,0.243652716,0.291163862,0.316500485,0.289703995,0.292519957,0.251746684,0.361288995,0.286327451,0.284472674,0.300249875,0.288161397
airports.t0.type == small_airport,200,0.2801072,0.279234022,0.29759708,0.298292488,0.316239655,0.283084691,0.253545791,0.292540759,0.285387248,0.306282789,0.342295408,0.329521537,0.270007402,0.288704604,0.304522604,0.312287599,0.262318641,0.292432755,0.285403132,0.278585047,0.261287063,0.277057946,0.33152011,0.302378058,0.315523297,0.281642556,0.271396548,0.332215667,0.272627532,0.275766402,0.300579548,0.272578329,0.30621767,0.278376549,0.251469254,0.311977744,0.330528796,0.272767305,0.291342407,0.30547905,0.279030353,0.300190985,0.294855446,0.266817421,0.255634367,0.280842811,0.291049093,0.287392288,0.275857627,0.314099908,0.228265941,0.290090472,0.287042528,0.256899267,0.26320678,0.288095802,0.302118719,0.297667176,0.327760369,0.29927817,0.317910045,0.325240552,0.323034346,0.289302498,0.295277536,0.248489454,0.293557763,0.252119958,0.27078864,0.306763917,0.309726328,0.302637219,0.311017066,0.259708464,0.266617626,0.282719702,0.292608678,0.295418322,0.295270532,0.276021063,0.278060108,0.29706949,0.281583846,0.26074338,0.298664868,0.295051187,0.262520045,0.281289309,0.299609303,0.320137143,0.299172401,0.322822064,0.321449399,0.268092096,0.298633546,0.284080029,0.280662656,0.310438693,0.28675276,0.274202138,0.295859754,0.291120797,0.30848369,0.274254143,0.284176081,0.260549277,0.287606508,0.33479315,0.296207011,0.258313328,0.277144194,0.269496739,0.299023569,0.275270164,0.3180134,0.307792246,0.270125508,0.306467533,0.191795975,0.275729865,0.315966934,0.2809349,0.306950331,0.347867846,0.274388462,0.255858451,0.292492539,0.254397511,0.297270894,0.271523178,0.287933886,0.295461416,0.314939082,0.284218192,0.300743997,0.275691092,0.28374514,0.32359606,0.250011861,0.293499202,0.333891869,0.329812139,0.322710425,0.291573584,0.273376644,0.26405403,0.289283693,0.28482458,0.279234976,0.262418687,0.316507161,0.330414653,0.31228736,0.320741206,0.28642118,0.277823061,0.28724581,0.270349622,0.308023542,0.291914254,0.313516527,0.309379071,0.267409623,0.245110661,0.259194702,0.327348322,0.304533601,0.264339805,0.261402071,0.328143567,0.272054344,0.263334572,0.307011366,0.289595336,0.297948927,0.304351866,0.34645164,0.279048532,0.26986146,0.279736757,0.280969739,0.27341947,0.271015555,0.275918722,0.301810682,0.281326026,0.285275489,0.304453969,0.280792832,0.248679057,0.312268615,0.300042003,0.288261324,0.264363945,0.260162562,0.368171334,0.307836831,0.295047432,0.281586587,0.304762065
airports.t1.type == seaplane_base,200,0.243622899,0.293996483,0.206867948,0.276739925,0.268809497,0.25434193,0.267411798,0.237315342,0.226375133,0.258238196,0.260505468,0.268611342,0.238624379,0.258751631,0.300723702,0.329074442,0.260389984,0.272389799,0.164199919,0.298302263,0.313012034,0.298272908,0.309628636,0.272030801,0.325194389,0.261870116,0.252674073,0.302274287,0.232468396,0.243124068,0.262370944,0.281509399,0.37837711,0.218270048,0.347053945,0.315226614,0.303100586,0.207034037,0.307934672,0.248678803,0.259437054,0.288104743,0.303810775,0.238582924,0.28001681,0.274589777,0.372817397,0.274867177,0.19479908,0.367029637,0.232533634,0.277462304,0.276115179,0.25346759,0.257579386,0.278635412,0.358163983,0.379393369,0.287857354,0.268692344,0.280938387,0.364787191,0.317277551,0.344572365,0.280240655,0.242997393,0.258985609,0.23255451,0.261048317,0.280418873,0.277682722,0.392058432,0.258827358,0.30757311,0.188476756,0.282375455,0.274730802,0.230998501,0.305720866,0.289486825,0.323670387,0.247535542,0.274663419,0.319503039,0.172723278,0.253478974,0.312940806,0.266698778,0.25350076,0.274795532,0.240326747,0.37138167,0.294542432,0.245129138,0.287063628,0.292962879,0.287662119,0.294787705,0.25685218,0.277811855,0.29319191,0.228976354,0.254892379,0.313059598,0.248340443,0.247000888,0.284477055,0.316738844,0.277626067,0.225916177,0.271187812,0.241051361,0.256209582,0.25852102,0.294926316,0.273016125,0.267928421,0.358608276,0.28839165,0.26363799,0.270195276,0.250950128,0.37576136,0.331490606,0.221404612,0.244820282,0.292523026,0.277765423,0.199945569,0.288457602,0.380870432,0.312629849,0.279403865,0.310524255,0.290236264,0.280786335,0.252063364,0.305561841,0.244940415,0.318083853,0.331168979,0.282953024,0.349500954,0.290109009,0.284128159,0.334229797,0.270693302,0.27541551,0.286571264,0.273328841,0.245395496,0.299711764,0.335176855,0.315746754,0.292419851,0.258644253,0.299052179,0.263102204,0.319109768,0.292000532,0.313680738,0.283727556,0.310919374,0.244258374,0.239940733,0.278507084,0.232848763,0.268652886,0.26508826,0.316080242,0.284735769,0.289631695,0.258413553,0.319898009,0.2661089,0.292865783,0.324376106,0.268853337,0.274209112,0.300026149,0.345299721,0.283906966,0.240189821,0.273529589,0.263487399,0.25909701,0.328922927,0.283850223,0.302433908,0.265963078,0.299395502,0.353516668,0.176994592,0.263154477,0.222686052,0.387663245,0.289449722,0.268288642,0.200417906,0.27973479
airports.t0.iso_region == US-OK,200,0.278149039,0.37269187,0.265983224,0.208979592,0.308769971,0.205517188,0.251849622,0.360971242,0.260549694,0.234670699,0.356526583,0.348079085,0.279490739,0.384145916,0.2491436,0.337563127,0.227992475,0.315742433,0.305579364,0.189724967,0.224777833,0.276460558,0.332065523,0.313667923,0.282838702,0.247654632,0.22738184,0.231297716,0.264598012,0.290390193,0.152726591,0.316818982,0.317269087,0.265200704,0.225970224,0.326234996,0.211608857,0.280583054,0.135405466,0.275149345,0.376670122,0.258352786,0.364775538,0.248544991,0.306771845,0.293289691,0.222170398,0.163603306,0.197208136,0.046008859,0.249659851,0.209945425,0.199322879,0.271016002,0.266852021,0.172917128,0.330446482,0.13895902,0.278036803,0.202887952,0.34299615,0.262368828,0.298909783,0.284650505,0.362779021,0.324582964,0.306010902,0.258431911,0.252082467,0.32906267,0.36634019,0.257125139,0.281307966,0.236985445,0.243926778,0.132544309,0.27056995,0.2034152,0.268081009,0.331677735,0.274193943,0.171724871,0.331469804,0.288579077,0.383628279,0.321681201,0.315960914,0.217667401,0.212692797,0.209753886,0.307599902,0.259820551,0.264567047,0.328608841,0.341654688,0.321758479,0.295485407,0.239048138,0.329358697,0.284866899,0.299287826,0.189432099,0.309168935,0.228191838,0.235240966,0.256529897,0.272394568,0.385037094,0.181353599,0.183226928,0.217157632,0.261983573,0.298419595,0.24097842,0.28984502,0.318779051,0.26784423,0.326908946,0.329714626,0.313420475,0.29019475,0.203528419,0.317460924,0.326489151,0.354993045,0.237960264,0.272066087,0.292757541,0.286718875,0.279183,0.31040135,0.219810054,0.218514606,0.253386348,0.333000362,0.275842756,0.292875826,0.18949835,0.23145014,0.323822469,0.359580547,0.258206844,0.443377644,0.324994415,0.215320468,0.234469905,0.256392211,0.287378997,0.294022828,0.267080009,0.467225909,0.233579114,0.278922886,0.282462031,0.271595418,0.240895033,0.159968719,0.323899806,0.287419707,0.279827148,0.274871916,0.277172267,0.276134104,0.214844689,0.264307678,0.235905349,0.33789438,0.241854787,0.265150875,0.348566651,0.304502785,0.217453033,0.217033684,0.378958493,0.149522439,0.214672655,0.357281774,0.262252301,0.434162498,0.230654851,0.244402081,0.248108655,0.258611977,0.275906444,0.294904381,0.181512147,0.299164444,0.236521572,0.366717637,0.303618699,0.360437363,0.254076302,0.255040139,0.287461758,0.257420152,0.475876629,0.210348606,0.290928394,0.254294425,0.32605955
airports.t1.iso_region == US-TX,200,0.301992625,0.292139381,0.270881921,0.300810158,0.299082249,0.271935433,0.250199199,0.26785928,0.288586408,0.294021219,0.344135821,0.30726102,0.24695304,0.256598473,0.282402635,0.311678648,0.26569891,0.262401521,0.297768801,0.290181875,0.272433162,0.260746419,0.26794067,0.286993355,0.28219831,0.288194478,0.266143799,0.290357858,0.277028143,0.283995181,0.304685295,0.272457957,0.28681007,0.263765961,0.235363662,0.330879629,0.271150887,0.289188176,0.30721429,0.285248101,0.278175861,0.298000455,0.306711227,0.277483374,0.267053246,0.268861353,0.293471009,0.224569261,0.274331838,0.319728076,0.255890906,0.316646934,0.285883754,0.244539991,0.268230408,0.266220897,0.296024382,0.311705351,0.291882217,0.321506798,0.318693757,0.259256035,0.291304201,0.249693349,0.283596456,0.300532877,0.26885736,0.254777372,0.293703735,0.33812651,0.2675035,0.30555439,0.315762132,0.233344197,0.300630718,0.276466936,0.250429332,0.268864512,0.306923211,0.273411632,0.279924214,0.294650763,0.290731251,0.279892713,0.310892671,0.255331039,0.292414695,0.28297317,0.27831018,0.318207979,0.299582809,0.244330212,0.300997496,0.25728181,0.302083552,0.290582478,0.280113965,0.284653693,0.27799204,0.239160135,0.304992855,0.339629531,0.290297896,0.249720007,0.294846237,0.268330216,0.285355985,0.345061243,0.298338205,0.267691404,0.291791648,0.250892192,0.297127068,0.278580993,0.281762511,0.298651785,0.265255153,0.317575365,0.229315802,0.277800143,0.292012572,0.272733688,0.308996826,0.329941183,0.301090658,0.245761737,0.323500067,0.273629725,0.320053697,0.301558465,0.276438862,0.301085025,0.29312709,0.246988803,0.275151163,0.259137839,0.261599749,0.291157842,0.257997364,0.306369871,0.398930252,0.284333885,0.352875829,0.290069431,0.276498556,0.249434024,0.303538531,0.268296212,0.285927922,0.25382334,0.279196471,0.36063078,0.307548016,0.299423277,0.291472346,0.278026074,0.260398716,0.269967377,0.315696508,0.286785632,0.266172379,0.293714702,0.270034969,0.261533529,0.288169771,0.357979715,0.26786986,0.252197176,0.237157762,0.289509833,0.260087103,0.231445163,0.316688716,0.299386263,0.318851888,0.274691582,0.369565964,0.289323568,0.298350543,0.309856892,0.276970506,0.31394434,0.231304511,0.254761487,0.323078156,0.320123047,0.279096425,0.300864428,0.356567442,0.259504259,0.291004241,0.278564095,0.282416433,0.275300831,0.272517592,0.428861827,0.344062448,0.28714785,0.295102447,0.310588121
airports.t0.continent == NA_,200,0.296393484,0.290860891,0.298819661,0.297293305,0.305435121,0.2727018,0.253460765,0.285473585,0.283964634,0.284822226,0.333156556,0.29830578,0.251488298,0.295749068,0.303059399,0.314222038,0.266343117,0.264720917,0.269765586,0.280787587,0.270377457,0.273082882,0.328656793,0.306447625,0.311832845,0.27649349,0.268841058,0.296164155,0.259256959,0.275721073,0.294134587,0.277187228,0.302433521,0.275057763,0.262093693,0.317966312,0.325665474,0.274252981,0.286225557,0.29888624,0.277242005,0.290614873,0.295879424,0.266453773,0.259478003,0.276838511,0.28059724,0.291317493,0.26508531,0.31126231,0.244199559,0.287857383,0.282310337,0.261087447,0.265586257,0.279672742,0.283000141,0.300803453,0.29631111,0.29770869,0.319615066,0.327293754,0.307469726,0.294486105,0.279100597,0.266860247,0.298602462,0.233842462,0.275312334,0.308975428,0.307336658,0.316510677,0.314419001,0.238306627,0.271146595,0.282639295,0.252785087,0.29105106,0.290650278,0.280326456,0.284562379,0.303510785,0.281077564,0.265384465,0.298533022,0.288702726,0.27234906,0.280729115,0.299805552,0.310966581,0.292173207,0.30197823,0.300414771,0.264829218,0.296227425,0.284677356,0.274693608,0.291594207,0.293259621,0.277856976,0.292054504,0.301886678,0.302624911,0.267545134,0.26851365,0.25659591,0.290579081,0.348212987,0.290048718,0.251900792,0.28329438,0.264312029,0.291195244,0.273185164,0.291851789,0.296553761,0.269891322,0.327298343,0.209959209,0.274748147,0.312299877,0.256219,0.302578658,0.319150448,0.269005448,0.257645428,0.2971735,0.246866047,0.298565865,0.281679183,0.298816353,0.29124245,0.286879331,0.275490284,0.290401071,0.279142469,0.275366515,0.305569589,0.247286558,0.313147038,0.337378114,0.315638483,0.33360368,0.291149169,0.280107915,0.254956603,0.291521966,0.282656431,0.279763281,0.254641742,0.309213459,0.347777009,0.306580663,0.311252743,0.284714222,0.282556117,0.287456006,0.270631611,0.301496893,0.298836172,0.300234765,0.296494693,0.270356894,0.250959694,0.25926587,0.312713653,0.302703321,0.255538017,0.257967949,0.327456713,0.27370277,0.249682918,0.307690918,0.291714221,0.294606268,0.29031992,0.350193679,0.273302317,0.274389803,0.281003088,0.277924389,0.273190469,0.262666643,0.266839594,0.280358225,0.27420789,0.288137466,0.282291621,0.296260178,0.253333449,0.314791054,0.300245553,0.283737808,0.279866755,0.238702282,0.394515246,0.310087204,0.296541691,0.278172106,0.298810571
airports.t0.iso_country == FR,200,0.248835951,0.232443005,0.249438927,0.244836748,0.317643881,0.289587975,0.215345934,0.307842016,0.299547166,0.32108438,0.352731049,0.339677036,0.301407397,0.333900303,0.31235984,0.247674137,0.243354082,0.307197213,0.234265089,0.353048623,0.270445317,0.230372414,0.261105329,0.278662235,0.287862927,0.280296594,0.298490465,0.314217001,0.262563229,0.289928883,0.28599444,0.275009304,0.31113717,0.264356077,0.320047379,0.299578279,0.286187679,0.288430244,0.287874162,0.258938998,0.283675432,0.292563319,0.286411941,0.27123031,0.161064163,0.253536135,0.275803357,0.226556554,0.303396314,0.332386643,0.260940373,0.276109189,0.304839671,0.292039543,0.29178983,0.352898568,0.328945816,0.301743567,0.361201763,0.319805801,0.294414818,0.318879455,0.327530026,0.232836038,0.297498763,0.232462049,0.311076462,0.306080699,0.281237572,0.312195837,0.345475972,0.30977115,0.322140187,0.279925197,0.296945304,0.307802588,0.381074488,0.288965434,0.238396332,0.302368283,0.303415835,0.289954126,0.272061348,0.270079434,0.347711533,0.317984372,0.279869854,0.26810953,0.260533452,0.289373547,0.324258685,0.263790786,0.292254448,0.293182164,0.282178789,0.319456369,0.3015517,0.239538327,0.278086662,0.329202145,0.319054931,0.276084542,0.287364513,0.307333797,0.274095833,0.231919259,0.293638349,0.312123448,0.281009465,0.169848442,0.314275026,0.278969228,0.34121111,0.263418585,0.3741965,0.262809724,0.259838849,0.306363612,0.233011782,0.266406536,0.333885103,0.234394684,0.31748423,0.318451107,0.26145646,0.207874581,0.281443387,0.220716193,0.317468315,0.244299352,0.216870159,0.259714723,0.353253752,0.278177708,0.281674653,0.315447807,0.325751305,0.27433455,0.261463761,0.278090179,0.235313639,0.307689279,0.213383615,0.295617044,0.306484967,0.309760183,0.269628048,0.306458235,0.281684786,0.230321243,0.277299345,0.36808145,0.309980899,0.287222207,0.265996844,0.251249313,0.276416361,0.27758047,0.471430331,0.277792692,0.333876967,0.274711907,0.274139553,0.2412121,0.302583963,0.351448208,0.263712078,0.275928199,0.240402997,0.348406404,0.275609523,0.233636782,0.257800698,0.274742633,0.305036008,0.26564163,0.322940886,0.291435093,0.323964834,0.25716278,0.296223491,0.281653434,0.278729379,0.248859614,0.266157448,0.287459999,0.266054839,0.301326454,0.290443957,0.2398628,0.349509478,0.292464018,0.308819741,0.260949373,0.275064051,0.296852261,0.288484544,0.277974933,0.286765784,0.296866357
airports.t0.iata_code == airports.t1.iata_code,200,0.617763996,0.539283693,0.891603708,1.061028719,0.674694061,0.803044498,0.797670662,0.558998168,1.014185786,0.645413518,0.88851881,0.828726828,0.76729691,0.82236284,0.781618059,0.419020176,0.818190098,0.724110842,0.800532818,0.656521916,0.336791515,0.778992176,0.688032508,0.636999786,0.862774432,0.603026628,0.814925432,0.842011154,0.760660946,0.590953588,0.919036508,1.040809155,0.477208495,0.913206816,0.868081033,0.875653446,0.271262527,0.848727286,0.538295627,0.819948375,0.734492838,0.979762316,0.773876607,0.802650094,0.775861919,0.993260264,0.852023125,0.982026637,0.798949838,0.659234524,0.846542478,0.485887051,0.813922882,0.815376282,0.635523856,0.304978728,0.856298268,1.027516842,0.686049521,0.502402484,0.823731959,0.857670784,1.01818347,0.875962257,0.985939145,0.760667145,0.670002341,0.816946864,0.408198595,0.839988172,0.741973996,0.757049561,0.791540861,0.787231445,0.838366449,0.510920465,0.831659436,0.403577715,0.399910122,0.872222841,0.657253861,0.908884227,0.459770918,0.849002719,0.262743175,0.807899415,0.852849901,0.977661848,0.734243095,0.753412127,0.582668662,0.674845994,0.932492614,0.834578395,0.964273095,0.674794376,0.872884274,0.849106967,0.317954659,0.99849987,0.753691435,0.583449483,0.725081861,0.826133907,0.49018091,0.866176784,0.365597576,0.783141673,0.776119769,0.489150316,0.85231185,0.980193555,1.020804644,0.842360616,0.805060506,0.634939075,0.849468589,0.671397924,0.800770283,0.809571803,0.835293472,0.830866337,0.743958294,0.880648732,0.657617688,0.496976227,0.433149964,0.865770519,0.850420952,0.827799916,0.795217156,0.761427402,0.880548656,0.852801919,0.887068689,0.808061481,0.939069271,0.797153652,0.824592113,0.834513903,0.760409534,1.001631618,0.77888912,0.823882461,0.761294127,0.326808542,0.632860243,1.004594684,0.821068406,0.773738921,0.574714839,0.789791942,0.639705956,0.597119093,0.810708404,0.654599249,0.929014564,0.468073636,0.425240815,0.438148469,0.776465356,0.83504957,0.803106904,0.611100435,0.561747193,0.828588963,0.51280421,0.922214508,0.782924473,0.625763535,0.712628543,0.594693542,0.964944124,0.850542963,0.697107732,0.476006538,0.805325091,0.783824027,0.838009536,0.812817574,0.841491103,0.721155524,0.857701123,0.591153383,0.355044931,0.789739907,0.351566523,0.987608314,0.834364712,0.458759725,0.709483981,0.328620881,0.334580034,0.854918957,0.820247889,0.830149412,0.952798903,0.902338386,0.596878886,0.682278275
airports.t1.iso_country == CO,200,0.270516485,0.15924193,0.344468802,0.292728722,0.300832421,0.263416797,0.251585215,0.299563706,0.270531625,0.256013811,0.319571882,0.39042604,0.274679571,0.230398953,0.314324528,0.257047951,0.225428507,0.24776046,0.368768275,0.266306698,0.308220804,0.249414712,0.336577058,0.262905568,0.286973149,0.276875496,0.271053195,0.315001816,0.306711406,0.289589018,0.272432297,0.280481458,0.287551165,0.313058287,0.193317279,0.293691725,0.245855331,0.276337266,0.280225605,0.347546518,0.266809851,0.290587902,0.253440171,0.263130158,0.267085075,0.289078295,0.279536188,0.26791355,0.264373481,0.33251965,0.281767696,0.315540016,0.3436445,0.275173664,0.29752776,0.296219766,0.312279999,0.286771297,0.29665637,0.30159694,0.295063257,0.332084656,0.327618152,0.284947962,0.305385113,0.237061828,0.27763924,0.274469614,0.314737767,0.299270242,0.312219709,0.326031208,0.310399085,0.28021273,0.248835593,0.26133278,0.271636486,0.263459533,0.316154212,0.238135993,0.247598097,0.347680897,0.277107865,0.283456653,0.344672501,0.33124426,0.308221191,0.293513149,0.314477891,0.25417468,0.287106991,0.297808051,0.342592359,0.253732473,0.271924406,0.292844445,0.32307601,0.368838578,0.27268216,0.252770364,0.286216408,0.27608636,0.329478025,0.283063442,0.220530048,0.216607243,0.247502476,0.318341345,0.282351881,0.233063355,0.279491007,0.204645351,0.30426088,0.321321815,0.28711772,0.281098098,0.270369738,0.245458245,0.253039747,0.241376653,0.3489905,0.383906543,0.298824459,0.320597768,0.249488682,0.267098427,0.264302254,0.234351113,0.320931435,0.296667308,0.290543795,0.328630924,0.334111989,0.231807992,0.283121139,0.270051181,0.288944274,0.287905037,0.232235089,0.262187451,0.364471138,0.321746916,0.323350161,0.28904438,0.284412175,0.260049105,0.274996668,0.281260282,0.310571343,0.279698849,0.348185807,0.295028239,0.28653565,0.329571426,0.287123352,0.289860517,0.298215508,0.241190657,0.365591824,0.296772599,0.296003938,0.3026447,0.255793869,0.197197914,0.272227108,0.291738868,0.261926413,0.223233297,0.261458099,0.289579749,0.265863806,0.235569254,0.27316156,0.271792054,0.294548512,0.273506999,0.344973445,0.257363111,0.384304196,0.238689288,0.281421483,0.2522358,0.254749715,0.261903971,0.267545283,0.2891213,0.349945664,0.303812295,0.319444776,0.218375102,0.267022252,0.295913428,0.342057317,0.23005192,0.258435875,0.234286562,0.336802781,0.275560021,0.277485788,0.212479204
airports.t1.iso_region == US-NY,200,0.263166487,0.248727888,0.335352749,0.273435324,0.301867723,0.268915325,0.280803651,0.276986301,0.242344812,0.218883589,0.28689608,0.340729833,0.237549022,0.211895898,0.363912642,0.236341432,0.273611963,0.254918933,0.30575192,0.264480442,0.278134882,0.23438476,0.369240999,0.2868931,0.300354749,0.294766933,0.327497184,0.36048463,0.331003368,0.30940488,0.187006429,0.222053736,0.281004369,0.267413199,0.319896638,0.275768727,0.30999431,0.249469593,0.270730883,0.243320197,0.272268593,0.244763955,0.32754308,0.250299275,0.28157565,0.242031112,0.299812764,0.426381707,0.31403932,0.298263311,0.258708358,0.359539688,0.200190604,0.279935509,0.250896871,0.272286236,0.32035768,0.282759726,0.312654465,0.317270219,0.266680479,0.342418581,0.276943892,0.282179892,0.311409324,0.232351378,0.303402096,0.225144133,0.212483689,0.227089882,0.269459456,0.280497432,0.256055921,0.325463951,0.310250074,0.229937688,0.231860489,0.361179113,0.331101298,0.290790886,0.336051106,0.274940521,0.337591767,0.32932362,0.222049296,0.307970196,0.278167427,0.295900106,0.272883415,0.283460677,0.248786196,0.32671997,0.271279991,0.236480907,0.27826497,0.277478188,0.30563885,0.40113917,0.324927986,0.265482962,0.251472801,0.293405652,0.276080042,0.248461232,0.246200755,0.198114842,0.250036329,0.370177448,0.294150591,0.269330204,0.369985789,0.279144973,0.294496149,0.301781267,0.300875098,0.233568028,0.259573609,0.308056861,0.282188326,0.203693986,0.299291283,0.273156196,0.288520128,0.349778444,0.262866616,0.31965974,0.295773625,0.234797075,0.279078603,0.312055469,0.267776012,0.244632825,0.291025311,0.359494597,0.298571467,0.220389426,0.240582228,0.308623493,0.290751636,0.253495663,0.206107393,0.283944696,0.247228831,0.277711183,0.326176822,0.239059925,0.284394145,0.24552092,0.228640378,0.263293177,0.318196476,0.419904888,0.437104732,0.284499496,0.243754774,0.232847303,0.290318698,0.258854896,0.277044594,0.272993863,0.329546541,0.277273923,0.305028856,0.259565115,0.24139154,0.353749156,0.31896171,0.288817436,0.237499774,0.316776127,0.294488639,0.199201182,0.274634272,0.228835255,0.349401087,0.274968028,0.398116201,0.208849475,0.261224598,0.22506085,0.297893554,0.310024649,0.235998482,0.270702899,0.271350801,0.241324708,0.25452736,0.250517339,0.221915469,0.213736758,0.329722941,0.271388233,0.245251819,0.23045142,0.248965278,0.342611581,0.277285397,0.260079771,0.294777244,0.283087373
airports.t0.iso_region == US-WI,200,0.232534841,0.267250478,0.328295141,0.278480053,0.287723422,0.255046278,0.239037126,0.328835219,0.278010517,0.267810434,0.376484513,0.221637994,0.287579864,0.357453197,0.30396843,0.344343007,0.25832504,0.241005749,0.228253037,0.173200101,0.302649289,0.293069363,0.338293374,0.293485671,0.251998276,0.218730316,0.23449868,0.229592428,0.279124022,0.165032372,0.253216445,0.215006471,0.322582811,0.268147439,0.299601108,0.357836992,0.168343276,0.219528973,0.342970431,0.311905533,0.296793759,0.371585101,0.200927302,0.213390991,0.270185262,0.251013219,0.318584234,0.241611987,0.240122929,0.199219495,0.290447831,0.323356539,0.268680394,0.281347275,0.233672395,0.360855609,0.233100668,0.314390063,0.292468905,0.295006931,0.313791335,0.141640976,0.322655886,0.202352419,0.262251467,0.293216616,0.296606392,0.222003162,0.292862564,0.191628948,0.365408719,0.284192979,0.308789521,0.256211609,0.189918309,0.248059392,0.366006404,0.237057909,0.222456709,0.339363158,0.231862053,0.334683925,0.301487237,0.266974181,0.385319322,0.325941116,0.254398674,0.265638679,0.239839315,0.33402732,0.347527862,0.344403863,0.293584406,0.270882636,0.256893992,0.263197273,0.333951831,0.319340944,0.342097014,0.311995596,0.201531529,0.355331659,0.244566098,0.23437424,0.272736043,0.25982374,0.280873567,0.377873629,0.324296594,0.279168397,0.237289801,0.232654497,0.317838013,0.318403989,0.257561535,0.297496319,0.286743581,0.307889938,0.271417737,0.289081603,0.340300411,0.277000576,0.332649261,0.283625722,0.291748732,0.31016627,0.117547348,0.211688116,0.300751269,0.254173636,0.305975407,0.275480241,0.231331319,0.301100641,0.260479093,0.245843008,0.290189385,0.243972957,0.236242935,0.32757771,0.412183553,0.330209851,0.382643819,0.30155319,0.27857098,0.25285542,0.234013006,0.288651884,0.258605063,0.278861284,0.300453037,0.283984393,0.222512558,0.292387247,0.30897674,0.259655237,0.279537499,0.278454095,0.295231342,0.272668988,0.295812994,0.293224096,0.208959073,0.213536829,0.216037542,0.191997677,0.356025755,0.212122291,0.279651225,0.253974915,0.301242322,0.277679205,0.281966358,0.23659198,0.281954378,0.3045412,0.341350436,0.25563252,0.21415931,0.398244083,0.309718758,0.233831182,0.201468781,0.281169772,0.150614113,0.241694763,0.272011787,0.244321182,0.332108885,0.237943009,0.360357553,0.330062032,0.294825256,0.282533556,0.267798364,0.434190184,0.351005375,0.343425155,0.214530572,0.24304083
